2023,5,25,1,8.6
2023,5,25,2,7.9
2023,5,25,3,7.4
2023,5,25,4,7
2023,5,25,5,6.6
2023,5,25,6,8.3
2023,5,25,7,9.7
2023,5,25,8,11
2023,5,25,9,12.9
2023,5,25,10,15.1
2023,5,25,11,16.3
2023,5,25,12,18.4
2023,5,25,13,19.6
2023,5,25,14,21.8
2023,5,25,15,22.8
2023,5,25,16,22.6
2023,5,25,17,22.4
2023,5,25,18,20.8
2023,5,25,19,19
2023,5,25,20,16.9
2023,5,25,21,16.8
2023,5,25,22,15.2
2023,5,25,23,14.5
2023,5,25,24,13.9
2023,5,26,1,13.1
2023,5,26,2,12.3
2023,5,26,3,11.6
2023,5,26,4,11.5
2023,5,26,5,11.5
2023,5,26,6,12.6
2023,5,26,7,14.4
2023,5,26,8,16
2023,5,26,9,16.5
2023,5,26,10,18.4
2023,5,26,11,20
2023,5,26,12,19.8
2023,5,26,13,20.7
2023,5,26,14,21.6
2023,5,26,15,22
2023,5,26,16,21.6
2023,5,26,17,20
2023,5,26,18,18.5
2023,5,26,19,18
2023,5,26,20,17.1
2023,5,26,21,16.3
2023,5,26,22,16.1
2023,5,26,23,15.8
2023,5,26,24,15.2
2023,5,27,1,14.9
2023,5,27,2,14.7
2023,5,27,3,15
2023,5,27,4,14.8
2023,5,27,5,14.7
2023,5,27,6,15.2
2023,5,27,7,16.6
2023,5,27,8,18
2023,5,27,9,20
2023,5,27,10,21.8
2023,5,27,11,23.8
2023,5,27,12,24.9
2023,5,27,13,26.6
2023,5,27,14,26.2
2023,5,27,15,25.9
2023,5,27,16,26.6
2023,5,27,17,25.8
2023,5,27,18,25.5
2023,5,27,19,24.2
2023,5,27,20,23.1
2023,5,27,21,21.5
2023,5,27,22,19.9
2023,5,27,23,19.6
2023,5,27,24,19
2023,5,28,1,19.4
2023,5,28,2,18.7
2023,5,28,3,18.3
2023,5,28,4,18
2023,5,28,5,17.7
2023,5,28,6,18.5
2023,5,28,7,19.5
2023,5,28,8,20.9
2023,5,28,9,21.4
2023,5,28,10,23.1
2023,5,28,11,24.4
2023,5,28,12,24.5
2023,5,28,13,25.4
2023,5,28,14,23.8
2023,5,28,15,22.7
2023,5,28,16,21.9
2023,5,28,17,21
2023,5,28,18,20.2
2023,5,28,19,19.9
2023,5,28,20,18.3
2023,5,28,21,18
2023,5,28,22,18
2023,5,28,23,17.4
2023,5,28,24,17
2023,5,29,1,16.8
2023,5,29,2,16.9
2023,5,29,3,16.7
2023,5,29,4,16.6
2023,5,29,5,16.5
2023,5,29,6,16.5
2023,5,29,7,17
2023,5,29,8,17.6
2023,5,29,9,17.6
2023,5,29,10,18.1
2023,5,29,11,18.4
2023,5,29,12,18.6
2023,5,29,13,18.6
2023,5,29,14,20
2023,5,29,15,19.7
2023,5,29,16,19.8
2023,5,29,17,19.8
2023,5,29,18,19
2023,5,29,19,18.7
2023,5,29,20,18.7
2023,5,29,21,18.6
2023,5,29,22,18.6
2023,5,29,23,18.5
2023,5,29,24,18.2
2023,5,30,1,18.2
2023,5,30,2,18
2023,5,30,3,17.7
2023,5,30,4,17.7
2023,5,30,5,17.6
2023,5,30,6,17.7
2023,5,30,7,17.9
2023,5,30,8,20.3
2023,5,30,9,21.6
2023,5,30,10,23
2023,5,30,11,23.9
2023,5,30,12,22.5
2023,5,30,13,23.2
2023,5,30,14,23.1
2023,5,30,15,22.4
2023,5,30,16,21.9
2023,5,30,17,20.8
2023,5,30,18,19.7
2023,5,30,19,18.3
2023,5,30,20,17.4
2023,5,30,21,16.9
2023,5,30,22,16.2
2023,5,30,23,16.1
2023,5,30,24,15.5
2023,5,31,1,15
2023,5,31,2,15.1
2023,5,31,3,14.7
2023,5,31,4,14
2023,5,31,5,13.9
2023,5,31,6,14.5
2023,5,31,7,15.3
2023,5,31,8,17.2
2023,5,31,9,17.9
2023,5,31,10,21.2
